,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
70,Emeli Sandé,"Read All About It, Pt. III",30BsewEJZPxfuLNAlZPFje,0.63,0.44,2,-7.186,1,0.0249,3.87e-06,0.0926,0.343,98.082,283707
71,Avicii,Levels - Radio Edit,5UqCQaDshqbIk3pkhy4Pjg,0.584,0.889,1,-5.941,0,0.0343,0.828,0.309,0.464,126.04,199907
72,Katy Perry,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0.0,0.0744,0.769,130.028,216160
73,Rita Ora,How We Do (Party),1dsndFSRXSoQFLjSJ6uPpG,0.738,0.922,7,-3.94,1,0.0833,0.0,0.0986,0.689,116.024,247027
74,Calvin Harris,We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.0,0.598,0.571,127.945,234360
75,Jason Mraz,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4,-10.058,1,0.0398,0.0,0.115,0.142,136.703,240166
76,Azealia Banks,212,6no1mklq4BJBg7KJ6Dly7N,0.847,0.769,11,-5.761,0,0.258,0.00012,0.0767,0.626,126.017,204957
77,Sean Paul,She Doesn't Mind,4odiyU3myG29Ld0wurMfE8,0.718,0.776,7,-5.208,0,0.0693,5.3e-06,0.207,0.622,120.015,227787
78,Little Mix,Wings,77W6VUoJdasCQgjc5DW19q,0.738,0.875,7,-3.141,1,0.127,0.000556,0.285,0.538,114.962,219733
79,will.i.am,This Is Love,7IohFKIwrb75c4XaqX7WWo,0.535,0.796,0,-3.446,0,0.0445,0.0,0.145,0.282,128.954,279027
80,Chris Brown,Don't Wake Me Up,18VfHIPaCo0s6FTi1Fnp6T,0.602,0.691,7,-5.197,0,0.051,0.0,0.144,0.206,127.967,222307
81,Kelly Clarkson,Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,0.562,0.939,0,-4.282,1,0.0475,0.0,0.112,0.684,116.044,221947
82,David Guetta,Turn Me On (feat. Nicki Minaj),6T27IN7Ai94BeDv6PPCmoC,0.704,0.793,8,-2.266,1,0.0591,0.0,0.575,0.412,127.96,199680
83,Rihanna,Where Have You Been,3tyPOhuVnt5zd5kGfxbCyL,0.719,0.847,0,-6.34,0,0.0916,0.0204,0.223,0.444,127.963,242680
84,JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,0.789,0.858,1,-5.542,1,0.311,0.0,0.349,0.775,140.022,219333
85,Rita Ora,R.I.P. (feat. Tinie Tempah),3blFBTA04qxh7lKisJybdv,0.603,0.831,11,-3.443,0,0.0479,0.0,0.652,0.358,72.022,228027
86,Taylor Swift,We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,0.628,0.676,7,-5.911,1,0.0916,2.65e-05,0.121,0.75,85.984,193147
87,DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,2SSYLcSiT7oImgsS8cPyQu,0.524,0.972,4,-1.569,0,0.0431,0.00058,0.224,0.476,175.017,182333
88,Train,Drive By,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,1.06e-05,0.0801,0.721,122.028,195973
89,Robbie Williams,Candy,5NlFXQ0si6U87gXs6hq81B,0.715,0.791,10,-6.63,1,0.0414,0.0,0.0694,0.879,116.043,201053
90,Coldplay,Princess of China,4HXOBjwv2RnLpGG4xWOO6N,0.425,0.69,0,-6.221,1,0.0351,0.0154,0.287,0.233,84.99,239216
91,Adele,Skyfall,6VObnIkLVruX4UVyxWhlqm,0.346,0.552,0,-6.864,0,0.0282,0.0,0.114,0.0789,75.881,286480
92,Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,57yeWyaoeTt26p0dlEZukQ,0.578,0.946,11,-3.85,0,0.0482,0.00412,0.0966,0.588,126.092,218190
93,Alex Clare,Too Close,4VySpxhRGy32u5zPCprzDn,0.588,0.694,11,-4.278,0,0.0387,0.0,0.113,0.271,126.027,256613
94,Rizzle Kicks,Mama Do The Hump,7ajnitQVYIKKXFaVUZOSEW,0.719,0.889,7,-4.088,1,0.127,0.0,0.0731,0.562,97.987,216013
95,Rudimental,Feel the Love (feat. John Newman),0BomfsUcw03fQPKK668Etn,0.389,0.706,1,-6.849,1,0.0593,0.000182,0.686,0.238,179.911,245187
96,Flo Rida,Whistle,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0,-5.746,1,0.0453,0.0,0.29,0.739,103.976,224653
97,Labrinth,Beneath Your Beautiful (feat. Emeli Sandé),2EcsgXlxz99UMDSPg5T8RF,0.558,0.522,2,-5.857,1,0.036,0.0,0.104,0.228,83.977,271813
98,Jessie J,Domino,2fQxE0jVrjNMT9oJAXtSJR,0.758,0.557,7,-4.568,1,0.034,0.0,0.0418,0.781,126.986,231840
99,Nicki Minaj,Starships,2EBCVPNAG46nbgs6jXPGvv,0.747,0.716,11,-2.457,0,0.075,0.0,0.251,0.751,125.008,210627
0,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,8.29e-05,0.552,0.357,77.169,198973
1,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,7.01e-05,0.131,0.129,159.801,218147
2,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,2.19e-05,0.0814,0.592,123.994,214847
3,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.0,0.106,0.168,95.05,263400
4,Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,3.56e-05,0.132,0.394,104.988,217307
5,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.0,0.34,0.218,83.903,239836
6,Marshmello,FRIENDS,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.0,0.128,0.534,95.079,202621
7,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.0,0.083,0.579,154.084,163870
8,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.0,0.372,0.65,136.048,253390
9,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.0,0.112,0.437,107.01,184732
10,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,3.11e-06,0.294,0.354,121.993,205920
11,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,6e-05,0.396,0.35,91.03,217925
12,Maroon 5,Girls Like You (feat. Cardi B),7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.0,0.13,0.448,124.959,235545
13,Ella Mai,Boo'd Up,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0,0.078,0.235,81.965,256064
14,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.0,0.111,0.459,140.06,221440
15,Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0,0.0215,0.926,105.115,217289
16,Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,1.56e-05,0.153,0.608,116.073,209320
17,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0.0707,9.7e-05,0.119,0.758,93.372,210747
18,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.00372,0.123,0.473,75.023,166606
19,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.000637,0.137,0.243,129.923,226973
20,Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0,0.134,0.338,143.955,201707
21,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.0,0.135,0.341,145.038,231267
22,Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,2.77e-06,0.451,0.717,142.929,131064
23,Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.134,0.147,0.288,167.997,187147
24,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,5.86e-05,0.105,0.595,140.022,181263
25,Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.000357,0.0911,0.0499,95.045,232253
26,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0,0.0893,0.612,118.384,181279
27,Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0,0.101,0.342,97.994,232959
28,NF,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.0,0.179,0.464,147.997,212120
29,6ix9ine,FEFE,2l8nEO0vsTRCRnGqQty6qx,0.931,0.387,1,-9.127,1,0.412,0.0,0.136,0.376,125.978,179405
30,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,5,-9.309,0,0.53,0.0,0.108,0.562,119.957,142273
31,Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0,0.132,0.494,86.016,196747
32,Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253
33,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437
34,5 Seconds of Summer,Youngblood,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,-5.114,0,0.463,0.0,0.124,0.152,120.274,203418
35,Offset,Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,5.07e-05,0.114,0.333,100.007,172800
36,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.093,2.17e-05,0.111,0.188,100.584,211440
37,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,0.6,0.683,6,-6.271,1,0.0493,1.26e-06,0.11,0.494,102.036,210240
38,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.0,0.124,0.446,155.008,312820
39,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0.184,2.6e-06,0.106,0.395,145.914,276147
40,G-Eazy,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0,0.308,0.191,87.908,268867
41,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0.066,0.0,0.13,0.487,140.025,211360
42,Sam Smith,Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.0,0.169,0.476,91.873,201000
43,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.000194,0.0926,0.552,96.924,232187
44,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0.137,0.0,0.354,0.549,120.024,225773
45,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.123,0.0126,0.104,0.423,154.983,238614
46,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0.269,0.0,0.159,0.508,181.982,190288
47,Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0.0,0.231,0.485,125.022,223713
48,Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0.224,0.0,0.109,0.755,133.123,216632
49,6ix9ine,GUMMO,4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,2,-4.926,1,0.172,0.0,0.129,0.635,157.036,157643
50,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,-6.531,1,0.143,0.0,0.108,0.158,94.981,175230
51,Maroon 5,Wait,3T9CfDxFYqZWSKxd0BhZrb,0.655,0.603,8,-5.014,1,0.0555,0.0,0.107,0.452,126.088,190643
52,Selena Gomez,Wolves,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.0,0.204,0.306,124.987,197993
53,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,6e-05,0.237,0.268,145.031,197547
54,Cardi B,Be Careful,2Yl4OmDby9iitgNWZPwxkd,0.82,0.568,6,-8.23,0,0.411,0.0,0.0952,0.535,152.279,210787
55,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,0.745,0.346,1,-7.709,1,0.331,0.0,0.0881,0.112,203.911,237240
56,Charlie Puth,How Long,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0.0778,3.49e-06,0.0383,0.811,109.974,200853
57,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0.0409,0.0,0.0812,0.22,100.0,189467
58,Jason Aldean,You Make It Easy,2zMDMCtGzTOD8qVHyznGIl,0.547,0.56,7,-5.86,1,0.0283,0.0,0.103,0.485,131.855,193306
59,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.0,0.0931,0.931,95.977,233713
60,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0,0.0865,0.639,135.702,260000
61,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.0,0.116,0.319,89.391,173800
62,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.0,0.307,0.175,134.17,228373
63,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0.299,0.0,0.128,0.376,137.133,229670
64,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.0,0.167,0.671,100.015,214290
65,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0.214,1.28e-05,0.0595,0.442,96.507,417920
66,Florida Georgia Line,Simple,4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0.0973,0.0,0.15,0.864,199.811,185200
67,Justin Timberlake,Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0.0789,1.09e-05,0.0841,0.372,97.04,278893
68,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.343,0.0,0.0836,0.492,150.002,214467
69,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.00404,0.102,0.711,128.009,135090
70,Maroon 5,What Lovers Do (feat. SZA),0GxQ1A5L9xnMOytbP6eKBG,0.799,0.597,5,-5.131,0,0.0611,5.66e-06,0.1,0.419,110.001,199849
71,Nicky Jam,X,5YUyW9opqNsMSEzzecZih1,0.594,0.749,9,-5.298,0,0.056,0.00106,0.3,0.694,179.968,172854
72,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0.0,0.107,0.358,79.882,213993
73,Daddy Yankee,Dura,6KuqAtoeVzxAYOaMveLNpH,0.783,0.84,1,-3.416,1,0.051,0.0,0.412,0.839,95.001,200480
74,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,0.713,0.831,1,-4.75,0,0.15,0.0,0.118,0.584,173.948,332301
75,Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0,0.0824,0.51,97.028,217947
76,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0.0,0.0984,0.52,64.934,121887
77,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0.0437,6.66e-05,0.35,0.565,105.005,222653
78,Dennis Lloyd,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,156600
79,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,1.1e-05,0.118,0.163,125.905,184560
80,Eminem,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0.516,0.0,0.0713,0.659,90.09,221013
81,Reik,Me Niego (feat. Ozuna & Wisin),6jA8JUuPCGYjFcgw0AoM5T,0.777,0.779,0,-4.449,0,0.0972,0.0,0.636,0.768,94.023,221653
82,Tiësto,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0.045,0.0,0.0586,0.687,128.005,215760
83,Jonas Blue,Rise,5ZSl6gDoV6bPPxzmLeneV9,0.687,0.785,1,-4.65,1,0.0333,0.0,0.203,0.655,106.046,194408
84,Luis Fonsi,Échame La Culpa,2hl6q70unbviGo3g1R7uFx,0.733,0.892,0,-3.641,1,0.0417,0.0,0.137,0.675,95.989,173720
85,Loud Luxury,Body (feat. brando),7K7MUBCnzgBAvMVW2RTWNs,0.752,0.764,1,-4.399,1,0.038,9.44e-05,0.0543,0.582,121.958,163216
86,Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0,0.137,0.603,96.133,186987
87,Becky G,Sin Pijama,2ijef6ni2amuunRoKTlgww,0.791,0.745,11,-3.695,0,0.0464,2.93e-05,0.104,0.82,94.014,188560
88,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,4.96e-06,0.17,0.286,141.971,180823
89,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0.0785,0.0,0.0753,0.839,170.019,220117
90,David Guetta,Flames,66BjcDhhwWCcQIBxHMpKXh,0.631,0.649,5,-5.892,0,0.0385,3.8e-06,0.0934,0.421,93.95,194680
91,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,4.82e-06,0.0642,0.617,95.881,212500
92,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0,0.0841,0.742,103.07,174800
93,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1,-3.112,0,0.0589,0.0,0.0501,0.794,94.968,201526
94,Clean Bandit,I Miss You (feat. Julia Michaels),0Ult84lvFuqNvbyXwyRQ58,0.693,0.624,0,-7.482,0,0.0448,7.64e-06,0.0955,0.369,105.002,205987
95,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186
96,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.0,0.0813,0.443,126.684,196373
97,Zac Efron,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0.0386,0.0,0.122,0.284,125.046,217440
98,Keala Settle,This Is Me,2xGjteMU3E1tkEPVFBO08U,0.284,0.704,2,-7.276,1,0.186,0.000115,0.0424,0.1,191.702,234707
99,Maluma,Corazón (feat. Nego do Borel),5cepAtqnEQ6yVG6088zMMu,0.722,0.738,9,-6.073,0,0.247,1.47e-05,0.198,0.748,198.075,184720
0,Adele,Rolling in the Deep,1eq1wUnLVLg4pdEfx9kajC,0.73,0.77,8,-5.114,1,0.0298,0,0.0473,0.507,104.948,228093
1,Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,7pYfyrMNPn3wtoCyqcTVoI,0.722,0.761,11,-4.459,0,0.0475,0,0.315,0.624,128.044,201493
2,LMFAO,Party Rock Anthem,7mitXLIMCflkhZiD34uEQI,0.751,0.736,5,-4.168,0,0.156,0,0.265,0.352,130.014,262147
3,Katy Perry,Firework,1mXuMM6zjPgjL4asbBsgnt,0.638,0.832,8,-5.039,1,0.049,0,0.113,0.648,124.071,227893
4,Bruno Mars,Grenade,4lLtanYk6tkMvooU0tWzG8,0.706,0.558,2,-7.237,0,0.0593,0,0.118,0.227,110.443,223253
5,Lykke Li,I Follow Rivers - The Magician Remix,40ogYHQCVmrUJ2jCiM2odT,0.786,0.709,9,-5.737,0,0.0395,0.00118,0.0845,0.285,122.019,281107
6,P!nk,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0839,0,0.0289,0.625,122.019,202960
7,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11,-6.128,0,0.184,5.51e-06,0.144,0.538,146.155,222587
8,David Guetta,Without You (feat. Usher),3UN6cIn3VIyg0z1LCuFSum,0.608,0.614,2,-3.727,1,0.0285,4.06e-06,0.157,0.402,127.884,208133
9,Selena Gomez & The Scene,Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0,0.0741,0.922,117.009,188453
10,Jason Derulo,It Girl,4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1,-4.736,0,0.0605,0,0.104,0.345,91.993,192200
11,Eric Church,Springsteen,05ZACkzW8YbRq3eFgIfSNB,0.692,0.809,2,-5.935,1,0.0255,9.77e-05,0.185,0.927,104.023,263387
12,M83,Midnight City,6GyFP1nfCDB8lbD2bG0Hq9,0.507,0.729,11,-5.399,0,0.0393,1.4e-06,0.0658,0.272,105.013,243960
13,Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0,0.161,0.371,112.96,218013
14,Mac Miller,Donald Trump,3uulVrxiI7iLTjOBZsaiF8,0.636,0.901,1,-7.094,0,0.118,0,0.391,0.836,162.994,165908
15,David Guetta,Titanium (feat. Sia),0TDLuuLlV54CkRRUOahJb4,0.604,0.787,0,-3.674,0,0.103,0.15,0.127,0.301,126.062,245040
16,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,0PgNhIg5n0UAOBVn43b8b6,0.683,0.734,4,-4.523,0,0.029,0.0139,0.258,0.576,106.254,282400
17,Bon Iver,Holocene,05lBuZWQ2OhQuzoCSIkvUF,0.379,0.306,1,-14.446,1,0.0305,0.323,0.123,0.157,147.902,336613
18,Nickelback,When We Stand Together,4bCOAuhvjsxbVBM5MM8oik,0.446,0.9,10,-3.541,0,0.0489,1.89e-05,0.0404,0.88,187.961,190787
19,Florence + The Machine,Shake It Out,4lY95OMGb9WxP6IYut64ir,0.527,0.804,10,-4.168,1,0.0358,0,0.105,0.221,107.486,277720
20,Swedish House Mafia,Save The World,65hRZOQkVjmBdusz1N7aOv,0.507,0.665,0,-7.598,1,0.0474,0,0.0759,0.4,126.879,213338
21,Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11,-8.127,0,0.0989,0.000311,0.191,0.504,81.0,195373
22,Drake,Headlines,6LxSe8YmdPxy095Ux6znaQ,0.636,0.566,6,-7.16,0,0.106,0.000353,0.0917,0.425,151.894,235987
23,Selena Gomez & The Scene,Who Says,3TcL0dyCMyr0kyTTc4NLgI,0.682,0.927,4,-2.915,1,0.0479,0,0.149,0.744,101.019,195613
24,Keri Hilson,Pretty Girl Rock,2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11,-5.004,0,0.246,0,0.0851,0.9,160.014,243920
25,Blake Shelton,Honey Bee,0U3xEfWLX4slslHJaAorSw,0.481,0.849,4,-5.131,1,0.0385,1.49e-06,0.121,0.723,205.57,210720
26,Avril Lavigne,What the Hell,2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6,-3.689,0,0.0548,0.0127,0.14,0.877,149.976,220707
27,Usher,More - RedOne Jimmy Joker Remix,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0,0.348,0.794,125.083,219987
28,Far East Movement,Rocketeer,3ZuiIFm9nRnkRz8AZAekjJ,0.664,0.845,4,-6.115,0,0.0461,0,0.267,0.357,96.005,211253
29,Wiz Khalifa,Roll Up,53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3,-5.473,1,0.192,0,0.0914,0.602,125.358,227773
30,Edward Maya,Stereo Love - Radio Edit,1AguHaKOuggrVTebp7cZEI,0.799,0.783,1,-3.896,0,0.0322,0.0186,0.0757,0.586,127.041,184573
31,Kelly Rowland,Motivation,6rbhWExtuchhpLC5fHnB8n,0.744,0.672,9,-5.589,0,0.0418,0.000123,0.105,0.266,140.889,230560
32,Cobra Starship,You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,-2.944,0,0.0535,6.71e-06,0.0385,0.748,131.959,215693
33,DJ Khaled,I'm On One,608a1wIsSd5KzMEqm1O7w3,0.413,0.807,11,-3.499,0,0.318,0,0.631,0.438,149.33,296147
34,Britney Spears,I Wanna Go,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0.0414,3.8e-06,0.332,0.787,130.002,210267
35,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0,0.241,0.361,131.497,263773
36,Taio Cruz,Dynamite,2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4,-3.724,1,0.0859,0,0.036,0.816,119.975,202613
37,Jason Aldean,Dirt Road Anthem,7awFBRzXpFoy8YIm9zOb5s,0.678,0.739,2,-5.068,1,0.0352,2.36e-06,0.116,0.658,127.037,229413
38,Lady A,Just A Kiss,2OXidlnDThZR3zf36k6DVL,0.593,0.639,1,-5.826,1,0.0307,0,0.0998,0.332,142.881,218840
